model_performance_random,model_performance_compressed,wd_random,wd_compressed,wd_diff,svi_random,svi_compressed,svi_diff,sv_wd_random,sv_wd_compressed,sv_wd_diff,pvi_random,pvi_compressed,pvi_diff,pdp_random,pdp_compressed,pdp_diff,ale_random,ale_compressed,ale_diff,time_kt,time_sv_diff,time_pvi_diff,time_pdp_diff,time_ale_diff
0.8590013924806047,0.8592207200364574,0.48935003677414485,0.5653121519685486,-0.07596211519440371,0.018378786942498854,0.0183193123743107,5.947456818815311e-05,0.042636480962073335,0.0357367867073258,0.0068996942547475335,0.419231436701865,0.1513649006534603,0.2678665360484047,0.7828067,0.17477539,0.6080313,0.8296461537721963,0.1786946408845107,0.6509515128876856,6.3948235511779785,299.5665316581726,23.260051012039185,3.256193161010742,5.629056453704834
0.8819816053511705,0.8516995614035088,0.5254204720492531,0.5385543147351193,-0.013133842685866148,0.032865028174284175,0.01901317471250531,0.013851853461778866,0.05629329053955264,0.036624623919351444,0.019668666620201197,0.4127308470200648,0.12353288154081321,0.2891979654792516,0.16876501,0.14402439,0.024740621,0.1761621009476617,0.1739331630626194,0.002228937885042276,7.136419773101807,300.0034999847412,23.30353546142578,3.2566676139831543,5.641767263412476
0.8486738351254481,0.8180106026785714,0.4434040123616862,0.5263319546317989,-0.08292794227011274,0.05275689093804811,0.02495229126706196,0.02780459967098615,0.061884869746133865,0.03898968979484474,0.022895179951289125,0.2649245315679747,0.07120519265606462,0.19371933891191007,0.39749336,0.22845939,0.16903397,0.3070767815862007,0.2463502054440493,0.060726576142151406,6.731539249420166,299.1575937271118,23.269839763641357,3.256462812423706,5.62283730506897
0.8466233766233766,0.8592798886015516,0.6389842276054447,0.5722181342217935,0.06676609338365125,0.017285482799460357,0.010819759005946044,0.006465723793514313,0.05079265796017793,0.029461553759041782,0.021331104201136146,0.26330735919379133,0.12533932344898036,0.13796803574481098,0.902693,0.25225896,0.650434,1.0865239831049496,0.22207775515025674,0.8644462279546928,7.194077491760254,300.794899225235,23.183544874191284,3.2561240196228027,5.613231658935547
0.8686209439528023,0.8827403000710893,0.517097149406134,0.5561177631038646,-0.03902061369773058,0.021925344610748406,0.016986314762218013,0.004939029848530393,0.043080549185500173,0.03585007594781189,0.007230473237688287,0.45003960856611336,0.15375914421987735,0.296280464346236,0.47974223,0.20833565,0.2714066,0.44628925264831,0.16064164290832944,0.28564760973998055,7.545860290527344,299.9700860977173,23.285953760147095,3.2273659706115723,5.6208202838897705
0.8716017316017315,0.8818453594238347,0.4146205853588916,0.48415600233092404,-0.06953541697203242,0.0330055477848459,0.03183894559718432,0.0011666021876615765,0.05764598339025016,0.04323927763912872,0.014406705751121442,0.20101523656599052,0.41147582633256796,-0.21046058976657744,0.34193376,0.2307026,0.11123116,0.3421678255798974,0.42611216912840777,-0.08394434354851038,6.979356288909912,299.8097584247589,23.234060049057007,3.2598869800567627,5.581913948059082
0.8871058033215153,0.8659247482776894,0.35704623476853997,0.5323306469255833,-0.17528441215704332,0.04248062059066944,0.030500349819958576,0.011980270770710864,0.060279978057918834,0.046839629354624684,0.01344034870329415,0.2296247675948806,0.13396776108020414,0.09565700651467646,0.2601071,0.5094337,-0.24932659,0.33459922644308804,0.4305961975401137,-0.09599697109702565,7.779726028442383,300.30545234680176,23.284429788589478,3.253262996673584,5.586919784545898
0.8463605189663097,0.8885663082437277,0.57042132847411,0.5444981146092799,0.025923213864830097,0.01755449684919083,0.018806857719021283,-0.0012523608698304517,0.041259110378877965,0.0358855153129411,0.005373595065936862,0.18303625542683344,0.4133986146393718,-0.23036235921253834,0.45503753,0.3800558,0.07498175,0.48351534531886575,0.28191703862617573,0.20159830669269002,7.290341138839722,299.25844073295593,22.69180393218994,3.151244640350342,5.3149614334106445
0.8620006469351447,0.8539425486793909,0.5171001887341885,0.47781299346706707,0.03928719526712143,0.02901086509821992,0.02243175353306469,0.00657911156515523,0.040436946099259116,0.037417197658484065,0.003019748440775051,0.15752289820095333,0.3918847007816191,-0.23436180258066575,0.47562918,0.24476288,0.2308663,0.3919335026890076,0.23773795498455058,0.15419554770445704,6.146281003952026,303.31889820098877,23.291741847991943,3.2494659423828125,5.642771482467651
0.8331124441964286,0.8533602007989537,0.40150340644646093,0.5894124114152346,-0.18790900496877366,0.07270988324084582,0.021082960179123558,0.05162692306172226,0.08667344719906629,0.048961821889727954,0.03771162530933834,0.23522439193019595,0.23756290456874019,-0.0023385126385442323,0.3940844,0.7157891,-0.3217047,0.5376880164976766,0.5946265026176892,-0.05693848612001262,7.229104518890381,299.334025144577,23.271767616271973,3.2522573471069336,5.63848876953125
0.8782443266748199,0.830508474576271,0.43222370361022533,0.6137332164916605,-0.18150951288143513,0.0640847698474788,0.03963668195832212,0.024448087889156672,0.0713946158395633,0.06544445953394773,0.005950156305615573,0.2300067662326668,0.11984399357143283,0.11016277266123398,0.5512654,0.814346,-0.2630806,0.5766230003096591,0.8418654771190448,-0.26524247680938573,7.494901657104492,299.0172622203827,23.29377317428589,3.260080099105835,5.652518272399902
