model_performance_random,model_performance_compressed,wd_random,wd_compressed,wd_diff,svi_random,svi_compressed,svi_diff,sv_wd_random,sv_wd_compressed,sv_wd_diff,pvi_random,pvi_compressed,pvi_diff,pdp_random,pdp_compressed,pdp_diff,ale_random,ale_compressed,ale_diff,time_kt,time_sv_diff,time_pvi_diff,time_pdp_diff,time_ale_diff
0.8229483282674772,0.8688126566416039,0.7880850063009995,0.533109928314488,0.25497507798651153,0.042362237735686814,0.030252450751982896,0.012109786983703918,0.07019783005876815,0.050540908820217854,0.01965692123855029,0.16992891762763818,0.41392276006464024,-0.24399384243700206,0.88878536,0.106658444,0.7821269,0.8161970085698135,0.1064405608790508,0.7097564476907627,7.64231014251709,299.5403907299042,22.80136752128601,3.1862542629241943,5.435510873794556
0.8425970820293561,0.8840124218954615,0.4752792647755574,0.5375141894713832,-0.06223492469582581,0.0440844449993691,0.017984528524371546,0.026099916474997556,0.06131288800108471,0.04084562209236296,0.02046726590872175,0.24198811797923803,0.28784997674935475,-0.045861858770116726,0.2372995,0.33145726,-0.094157755,0.3786136419254184,0.26670926899245095,0.11190437293296746,8.375093936920166,299.1102867126465,22.65895128250122,3.2182276248931885,5.444146394729614
0.8443010752688174,0.8510481301358376,0.4004467175704103,0.5898617530381451,-0.18941503546773486,0.020362474431489978,0.0319183739692054,-0.011555899537715426,0.03982998581355746,0.05090933769705537,-0.011079351883497908,0.21734678176490985,0.1340631237718879,0.08328365799302195,0.22152564,0.13001803,0.09150761,0.21401731652933337,0.223088126346324,-0.009070809816990627,7.409493923187256,299.7162673473358,22.751959323883057,3.199205160140991,5.460170030593872
0.8314247156352419,0.8928093645484949,0.35394695226502804,0.5562264867022457,-0.2022795344372177,0.07135206739885801,0.03401086720281922,0.03734120019603879,0.08485800598873249,0.05976213042048409,0.025095875568248396,0.19254208545301466,0.6629677333320627,-0.47042564787904806,0.29354262,0.42719823,-0.13365561,0.41888085990658597,0.3907409454504486,0.028139914456137394,7.377861976623535,299.7514019012451,23.01686143875122,3.146599292755127,5.442981004714966
0.8999641577060933,0.8698924731182796,0.42032870767720354,0.5691533749403705,-0.148824667263167,0.0362381317033535,0.031548261799352384,0.004689869904001116,0.05156183111003782,0.05427726068588745,-0.0027154295758496302,0.8516484891433522,0.6762843142593549,0.17536417488399736,0.22936481,0.42441028,-0.19504547,0.16645260265907064,0.4346886993055464,-0.26823609664647574,7.6955718994140625,299.1256501674652,22.68540930747986,3.184891700744629,5.456546068191528
0.8434075469826945,0.8535853794642857,0.41889820877634726,0.5791526753821628,-0.1602544666058155,0.02911206454168057,0.023304847438641644,0.0058072171030389245,0.046426488288977656,0.047969081612229354,-0.001542593323251698,0.13583667065422134,0.17003960849194577,-0.034202937837724434,0.23736134,0.35595664,-0.1185953,0.1905402522543381,0.4248193612367225,-0.23427910898238438,8.799855470657349,298.8103413581848,22.79449772834778,3.192333221435547,5.4686784744262695
0.864061713902398,0.8090301003344482,0.4502979477110525,0.5133961888132106,-0.06309824110215806,0.04301984618001641,0.02164169870315172,0.021378147476864694,0.060569184564752084,0.039868347054605416,0.020700837510146668,0.14521232446613763,0.48876642209377497,-0.34355409762763733,0.3974802,0.28467375,0.11280644,0.3727290108019492,0.2882534785892431,0.0844755322127061,7.5348851680755615,303.04762530326843,22.04847288131714,3.196472406387329,5.584684133529663
0.8926295885230402,0.8900439824070372,0.45412102402912957,0.5500180779641077,-0.09589705393497816,0.017719558710606494,0.020558853636734375,-0.002839294926127882,0.04989466182752231,0.0343383924901235,0.015556269337398808,0.3809500941116051,0.3610926981984244,0.019857395913180698,0.20781553,0.21130463,-0.003489107,0.27342385388015034,0.2901669316907763,-0.01674307781062595,3.970381498336792,304.24286937713623,21.827571630477905,3.2187981605529785,5.5781965255737305
0.8500000000000001,0.8391310952453288,0.39674991377151014,0.5791357505009632,-0.18238583672945308,0.06651479163179429,0.023066614743286716,0.04344817688850757,0.07615284040632465,0.042431534393434556,0.0337213060128901,0.3034926831267424,0.2147558212982017,0.08873686182854068,0.8208545,0.34762663,0.47322786,0.833077530244819,0.4122474148718792,0.4208301153729398,4.126222133636475,304.07900166511536,21.8283109664917,3.2142891883850098,5.583557605743408
0.8403860430586487,0.8920795318236342,0.309678335480974,0.4917453516873248,-0.1820670162063508,0.020286877345746072,0.014870954500529214,0.005415922845216858,0.03482316421614754,0.04100350002959254,-0.006180335813445001,0.21749129364014141,0.7832755094890009,-0.5657842158488595,0.246882,0.3446257,-0.097743705,0.46977484560488325,0.3471143716250167,0.12266047397986657,4.057794570922852,304.00176978111267,21.512022495269775,3.213686466217041,5.5616302490234375
0.8350752508361203,0.8463509494394876,0.43962102427537897,0.4990445338498142,-0.05942350957443521,0.037335705568447744,0.056229241001783954,-0.01889353543333621,0.06863407886220568,0.06949344152946625,-0.0008593626672605686,0.11536016049828213,0.24041175474926024,-0.12505159425097812,0.3728127,0.24434097,0.12847172,0.36958223235258203,0.15208710984158785,0.21749512251099418,3.779604196548462,304.7542471885681,21.938328981399536,3.2109487056732178,5.588522672653198
0.8124302455357144,0.8639393939393939,0.42242156514925555,0.5284425804499763,-0.10602101530072072,0.021410973461406805,0.052606845059740684,-0.03119587159833388,0.0371481275993335,0.08440293080737264,-0.04725480320803914,0.254709776969543,0.3547618803362723,-0.10005210336672932,0.4325818,0.16197115,0.27061066,0.39455782268259854,0.16183654050128454,0.232721282181314,3.677546501159668,304.5565230846405,22.004035234451294,3.2173497676849365,5.583876132965088
0.8823939732142858,0.8334268717027725,0.4025120301670464,0.5444732503174612,-0.1419612201504148,0.08034874350740166,0.02883804695201493,0.05151069655538673,0.09043442086856823,0.048568126889850204,0.04186629397871803,0.3960617893078775,0.3108881040584579,0.0851736852494196,0.1554158,0.28663385,-0.13121805,0.23422925271160003,0.29394960175235185,-0.059720349040751824,3.6968398094177246,304.7062017917633,21.95589017868042,3.219299077987671,5.505786657333374
0.8812475009996003,0.7776564774381367,0.34870053590501104,0.5075017778790138,-0.1588012419740028,0.01913052957655295,0.018802302146713544,0.0003282274298394075,0.047410150566221346,0.03260794567519638,0.014802204891024968,0.4255294565978982,0.31927509821422595,0.10625435838367225,0.68818057,0.34451675,0.3436638,0.7498371459085962,0.33557577361173274,0.41426137229686344,3.6848742961883545,304.79129099845886,22.017971992492676,3.2214934825897217,5.5812766551971436
