,time,brier_score,label
61,147.0,0.18040827797690506,CPH
62,148.84992,0.18080721174763764,CPH
63,162.47744000000012,0.18305112876454752,CPH
64,171.69440000000003,0.1869511988176341,CPH
65,172.65823999999998,0.19119088926824024,CPH
66,174.0,0.18984782390111613,CPH
67,180.0,0.1937046599654166,CPH
68,185.23327999999998,0.19416379257252595,CPH
69,186.0,0.19215576098757112,CPH
70,187.0,0.18887731146097508,CPH
71,187.40688000000003,0.18887731146097508,CPH
72,192.0416,0.18654367559656387,CPH
73,194.67632,0.18824508045980268,CPH
74,196.31104000000002,0.1853139192305955,CPH
75,197.94575999999998,0.18474855489927453,CPH
76,201.0,0.17884638483474277,CPH
77,205.0,0.17669047815730496,CPH
78,206.84991999999997,0.17663066015321877,CPH
79,207.48464,0.15924542234202563,CPH
80,209.0,0.15844517120016724,CPH
81,210.3888,0.15468600711579075,CPH
82,212.0,0.15126626192246606,CPH
83,213.0,0.1486628959255052,CPH
84,214.0,0.14050791344777627,CPH
85,215.0,0.13621790618086838,CPH
86,215.19712,0.13621790618086838,CPH
87,228.3184,0.13334184214927483,CPH
88,231.93312000000003,0.13236860815103024,CPH
89,235.20255999999995,0.11722606094735315,CPH
90,239.20800000000014,0.11541966728732321,CPH
