model_performance,wd_random,wd_compressed,wd_diff,svi_random,svi_compressed,svi_diff,sv_wd_random,sv_wd_compressed,sv_wd_diff,pvi_random,pvi_compressed,pvi_diff,pdp_random,pdp_compressed,pdp_diff,time_kt,time_sv_diff,time_pvi_diff,time_pdp_diff
0.9928302868099913,0.08482361534966418,0.037954224291504565,0.04686939105815961,0.18565700645165054,0.38966326905755777,-0.20400626260590723,1.5754277340517244,2.4967058594874776,-0.9212781254357532,0.18151263963838338,0.10591877168508429,0.07559386795329909,3.0867996,0.6192684,2.4675312,16.072593927383423,15.184214353561401,1.0183260440826416,0.6198623180389404
0.9928302868099913,0.10490206757183432,0.040427662370762424,0.0644744052010719,0.5834475166613547,0.3750632799563834,0.20838423670497136,2.6049410843266516,2.017421704023803,0.5875193803028487,0.20762322776047776,0.13063580865761037,0.07698741910286738,0.6020231,0.9033537,-0.30133057,16.714829683303833,15.122574090957642,0.8467843532562256,0.5979199409484863
0.9928302868099913,0.07890997261989047,0.03957176419360567,0.0393382084262848,0.4943871853418037,0.48571329509300154,0.008673890248802163,2.2069519023527304,3.178238508722243,-0.9712866063695125,0.08433373675668554,0.08061547894770471,0.0037182578089808294,0.6051321,0.50319576,0.10193634,21.906758546829224,13.451893329620361,0.7335953712463379,0.5829591751098633
0.9928302868099913,0.07234939315701289,0.03945739963782033,0.03289199351919256,0.3453550079493523,0.3651260973883929,-0.0197710894390406,1.649567550891849,1.9481735240190219,-0.29860597312717285,0.12268483875083946,0.11845400514106663,0.004230833609772833,8.007842,1.2001047,6.8077374,26.370845794677734,14.376665353775024,0.677692174911499,0.5829317569732666
0.9928302868099913,0.09580566854987442,0.03743704293142526,0.05836862561844916,0.45437132126966534,0.40059631010451474,0.0537750111651506,2.3607279944307944,1.9145418661894418,0.4461861282413526,0.25371755581325606,0.1436868199483583,0.11003073586489776,6.6963882,2.167264,4.5291243,21.15741729736328,14.787111520767212,0.7195391654968262,0.594412088394165
0.9928302868099913,0.11280374434083114,0.03853041623382322,0.07427332810700792,0.4570803111162299,0.40862594761853904,0.04845436349769083,2.9233459056418125,1.484396980685345,1.4389489249564675,0.3407793416467392,0.13465337790027238,0.2061259637464668,9.01109,1.135354,7.875736,20.75358772277832,14.735132932662964,0.8153491020202637,0.5849523544311523
0.9928302868099913,0.0995673562537538,0.03699245014908574,0.06257490610466807,0.37943558369541686,0.4448302221473538,-0.06539463845193694,2.2273906871871136,1.9806757629717382,0.24671492421537544,0.19657301741755984,0.12570095246146706,0.07087206495609277,3.8310194,1.2591944,2.571825,21.507951259613037,14.709161281585693,0.7894489765167236,0.5679960250854492
0.9928302868099913,0.0710826497428794,0.037945493260829674,0.03313715648204972,0.48347215370770386,0.5161875772217025,-0.03271542351399864,2.219383155194173,1.8026793691595167,0.4167037860346565,0.17296300064664133,0.1309529583690045,0.04201004227763683,3.5033588,0.53006935,2.9732895,20.176886081695557,14.879574537277222,0.8562469482421875,0.5884356498718262
0.9928302868099913,0.08617456539480503,0.042843693261034536,0.043330872133770494,0.37483128730709314,0.4871688366618048,-0.11233754935471169,1.6876793350886665,2.393544970596928,-0.7058656355082615,0.21796458779292144,0.07293693167575255,0.1450276561171689,0.517807,1.0343924,-0.51658535,18.369225025177002,14.857317686080933,0.8298015594482422,0.5939102172851562
0.9928302868099913,0.10557103374925093,0.03876369140599923,0.0668073423432517,0.5540481286723345,0.34929517466003396,0.2047529540123006,2.2179397244954497,2.0365813268539155,0.18135839764153427,0.07233831210576663,0.09380002853261932,-0.021461716426852684,9.7188225,0.61836624,9.100456,20.520087957382202,14.347305059432983,0.7121140956878662,0.5934209823608398
