model_performance_random,model_performance_compressed,wd_random,wd_compressed,wd_diff,svi_random,svi_compressed,svi_diff,sv_wd_random,sv_wd_compressed,sv_wd_diff,pvi_random,pvi_compressed,pvi_diff,ale_random,ale_compressed,ale_diff,time_kt,time_sv_diff,time_pvi_diff,time_ale_diff
0.8834586466165413,0.8947368421052632,1.8138434106015486,1.183196210614524,0.6306471999870247,0.03869313186346495,0.04563735969796261,-0.006944227834497656,0.08616987154864664,0.09754988525817121,-0.011380013709524572,0.9986944883644362,1.5582474175904573,-0.5595529292260211,0.752214041068065,1.1147553563583434,-0.36254131529027844,3.475154161453247,207.1805272102356,18.33736801147461,4.700993537902832
0.9057377049180328,0.9279279279279279,2.6642074047939714,1.3423638966665246,1.3218435081274469,0.07220355492434512,0.08838902985212131,-0.016185474927776194,0.10885019825396648,0.11639792304446016,-0.007547724790493676,1.3170524646794746,1.6010345324363877,-0.28398206775691315,0.4188305156611507,0.3073005064209627,0.11153000924018802,3.529099702835083,207.13898825645447,18.348161697387695,4.708761692047119
0.9398305084745763,0.854180602006689,1.9653518166374235,1.2148225232629437,0.7505292933744798,0.057060142181579496,0.05047524583853683,0.0065848963430426635,0.09545802665570494,0.09076653134818592,0.004691495307519014,2.1143556763751814,1.6301775391120543,0.4841781372631271,1.0796228460251425,1.303389824594186,-0.22376697856904348,3.509822130203247,206.8612997531891,17.694214582443237,4.704022169113159
0.7292250233426705,0.8548494983277592,2.0929909632406662,1.4482247298245325,0.6447662334161337,0.03810507756338097,0.057798911771759956,-0.019693834208378988,0.0973059448793165,0.11270934816178346,-0.015403403282466963,1.1714908225653828,1.1469408032049144,0.02455001936046841,1.1815478556118069,1.5217819387212992,-0.3402340831094923,3.5096964836120605,207.12181997299194,18.339110136032104,4.70435905456543
0.88561872909699,0.825,2.3900059000535823,1.129252843178785,1.2607530568747973,0.06713966553723574,0.058015828650513725,0.009123836886722018,0.09353583882326648,0.1061212405209363,-0.01258540169766982,0.9918036361011444,0.42721619337046035,0.5645874427306841,0.4175487602060769,0.8893252221122936,-0.4717764619062167,3.554004430770874,207.12778902053833,18.233816862106323,4.706544876098633
0.9001436781609196,0.8991228070175439,3.293409683138023,1.4413539783352207,1.8520557048028023,0.08299798053477896,0.09375244475675706,-0.010754464221978108,0.10456983899977003,0.13519462419882128,-0.03062478519905125,1.0269310212232354,0.7197639807374563,0.30716704048577914,1.4223711751663277,0.688637860452313,0.7337333147140147,3.556558847427368,207.1427125930786,18.389344692230225,4.704582214355469
0.9593750000000001,0.8472222222222222,1.8989815831207502,1.273783140308265,0.6251984428124853,0.04465004660844776,0.045199438192221816,-0.0005493915837740532,0.09171638003006749,0.08884791973550268,0.0028684602945648063,4.21197214441422,0.6199209179266625,3.592051226487558,1.9812905965053729,0.28436170759851687,1.696928888906856,3.57731556892395,207.02126336097717,18.33807349205017,4.7073140144348145
0.8034188034188035,0.8783482142857143,1.8685952551447251,1.0239108075926229,0.8446844475521023,0.03905910632474633,0.05233532507871942,-0.013276218753973092,0.07269321713026856,0.10107432259007,-0.028381105459801437,1.0214680480302099,1.035633830871371,-0.014165782841161212,1.398704762063963,1.095062745972108,0.3036420160918549,3.5125794410705566,207.18021893501282,18.377033472061157,4.705825328826904
0.8677944862155389,0.921875,2.3661215598385823,1.1866676690104616,1.1794538908281207,0.10664652205437158,0.07512204392200067,0.031524478132370914,0.13653255307370332,0.10703132880962767,0.029501224264075657,0.5613690482039235,1.1289292181667954,-0.5675601699628718,0.8246324559313305,0.7928112826130428,0.03182117331828771,3.5260825157165527,207.1193163394928,18.371254205703735,4.708666563034058
0.7959770114942528,0.8613505747126436,2.539363510794705,1.3100055612243284,1.2293579495703766,0.1504326014580216,0.041797915310914285,0.1086346861471073,0.18271797005101317,0.08208175057032235,0.10063621948069082,0.5821043233368968,1.2448255715445307,-0.6627212482076339,0.6098165770841402,1.9463040150531303,-1.3364874379689902,3.5153653621673584,207.18844056129456,18.389410257339478,4.705628395080566
